15	150	167	60	257	55
20	55	241	60	193	50
21	33	54	31	24	63
22	268	105	55	56	57
23	48	122	55	35	33
24	45	89	150	35	21
25	79	42	141	201	59
26	60	127	42	25	45
27	28	85	57	157	143
28	27	57	264	241	143
29	268	105	55	56	57
30	60	25	48	21	15
31	21	54	33	190	60
33	21	243	31	49	200
34	268	105	55	56	57
35	45	122	48	150	24
37	71	31	200	54	61
38	268	105	55	56	57
39	243	89	55	35	42
40	268	105	55	56	57
41	89	96	42	61	21
42	25	41	79	60	26
43	79	125	25	24	33
45	199	24	35	26	48
47	268	105	55	56	57
48	122	35	60	23	202
49	200	196	59	25	33
50	54	56	57	241	150
52	268	105	55	56	57
53	35	50	54	60	241
54	57	21	50	31	190
55	145	127	157	239	252
56	86	50	201	268	79
57	54	141	91	48	28
59	196	200	49	25	55
60	241	145	91	26	48
61	125	193	243	196	41
62	268	105	55	56	57
63	196	21	268	82	59
64	268	105	55	56	57
71	37	48	25	202	15
72	268	105	55	56	57
73	48	25	202	15	60
75	191	190	145	35	127
79	91	25	60	42	125
82	268	105	55	56	57
83	268	105	55	56	57
85	27	268	85	59	61
86	56	193	15	35	167
87	268	105	55	56	57
88	268	105	55	56	57
89	41	24	150	96	190
91	79	60	57	127	48
93	268	105	55	56	57
96	143	41	35	157	89
99	268	105	55	56	57
100	161	196	167	61	31
103	268	105	55	56	57
104	55	21	125	157	25
105	268	105	55	56	57
108	268	105	55	56	57
112	143	25	241	193	202
122	48	35	23	96	268
123	268	105	55	56	57
125	61	79	243	91	127
126	268	105	55	56	57
127	55	145	79	91	26
131	61	268	83	59	60
132	268	105	55	56	57
134	268	82	57	59	60
138	268	105	55	56	57
140	268	105	55	56	57
141	57	25	54	55	15
143	96	112	161	157	264
144	268	105	55	56	57
145	60	190	55	127	54
147	268	105	55	56	57
148	268	105	55	56	57
149	268	105	55	56	57
150	24	202	35	15	157
152	268	105	55	56	57
156	268	105	55	56	57
157	143	55	150	27	96
161	100	167	264	143	196
167	161	100	15	196	253
171	268	105	55	56	57
179	268	105	55	56	57
188	202	55	15	75	56
190	195	145	21	54	31
191	75	33	27	21	24
193	252	61	86	241	60
195	190	31	15	103	79
196	63	59	161	200	100
197	268	105	55	56	57
199	45	35	26	60	193
200	49	196	59	25	253
201	25	56	253	15	241
202	150	48	188	24	91
207	268	105	55	56	57
209	268	105	55	56	57
211	268	105	55	56	57
213	268	105	55	56	57
214	268	105	55	56	57
220	268	105	55	56	57
221	60	35	157	25	75
225	268	105	55	56	57
228	268	105	55	56	57
230	268	105	55	56	57
239	55	268	105	56	57
241	60	193	28	48	50
243	61	33	39	125	89
244	55	61	241	60	193
245	268	105	55	56	57
248	268	105	55	56	57
251	268	105	55	56	57
252	193	55	241	60	50
253	200	49	201	196	167
254	268	105	55	56	57
257	15	55	157	25	75
264	161	143	28	27	193
268	268	105	55	56	57
