1	212	3554	3595	65	66
2	4381	3559	3552	3553	3554
3	3954	3984	3703	3728	3589
4	4381	3559	3552	3553	3554
5	4381	3559	3552	3553	3554
6	4192	3623	142	219	177
7	4381	3559	3552	3553	3554
8	4381	3559	3552	3553	3554
9	4381	3559	3552	3553	3554
11	4381	3559	3552	3553	3554
12	4381	3559	3552	3553	3554
13	192	3527	3538	2628	3531
14	218	4045	3980	3750	4202
15	4288	3623	142	177	219
16	245	4033	3992	3964	3667
17	3687	3748	3630	4098	3874
18	3681	175	156	4230	13
19	4381	3559	3552	3553	3554
20	4381	3559	3552	3553	3554
21	4381	3559	3552	3553	3554
22	4381	3559	3552	3553	3554
23	4381	3559	3552	3553	3554
24	4381	3559	3552	3553	3554
25	4381	3559	3552	3553	3554
26	4033	3992	3964	245	3667
27	4381	3559	3552	3553	3554
28	4381	3559	3552	3553	3554
29	4381	3559	3552	3553	3554
30	3645	4195	3005	3613	39
31	122	3788	125	3782	3720
32	4185	3731	4060	1953	4187
33	3611	166	3780	111	3599
34	146	3992	4033	3667	3964
35	4381	3559	3552	3553	3554
36	4381	3559	3552	3553	3554
37	4381	3559	3552	3553	3554
38	58	74	226	3750	4045
39	3842	3029	3667	3964	49
40	4381	3559	3552	3553	3554
41	4381	3559	3552	3553	3554
42	16	18	1	3681	3620
43	4381	3559	3552	3553	3554
44	4381	3559	3552	3553	3554
45	4381	3559	3552	3553	3554
46	4381	3559	3552	3553	3554
47	166	33	170	223	4033
48	109	3630	3678	3643	3677
49	3842	190	4278	86	3625
50	4381	3559	3552	3553	3554
51	4091	4032	4202	4219	61
52	4142	3628	61	99	56
53	4381	3559	3552	3553	3554
54	58	3980	4045	218	3750
55	4381	3559	3552	3553	3554
56	61	62	3777	3691	63
57	4381	3559	3552	3553	3554
58	226	74	4045	230	3750
59	4381	3559	3552	3553	3554
60	4381	3559	3552	3553	3554
61	56	62	63	52	3516
62	79	3590	61	3650	3556
63	4098	3874	61	2725	135
64	4381	3559	3552	3553	3554
65	1	3554	212	3740	180
66	3595	79	1	3968	162
67	135	3832	3874	3980	4098
68	3630	3643	3678	3677	180
69	4119	166	33	3611	178
70	4381	3559	3552	3553	3554
71	4381	3559	3552	3553	3554
72	4381	3559	3552	3553	3554
73	115	3659	113	83	3788
74	226	58	4045	230	3750
75	4381	3559	3552	3553	3554
76	4381	3559	3552	3553	3554
77	4381	3559	3552	3553	3554
78	244	149	146	3740	65
79	3590	62	3722	162	3842
80	4381	3559	3552	3553	3554
81	4381	3559	3552	3553	3554
82	4381	3559	3552	3553	3554
83	99	155	113	3579	3788
84	3623	177	219	142	4081
85	3961	49	4278	190	113
86	107	190	4278	49	3625
