831	8	5	0
892	86	0	3
1593	42	18	2
971	76	24	2
837	66	22	0
1591	86	0	3
2222	85	27	1
820	71	18	2
280	86	0	3
38	101	3	1
287	70	28	2
1670	22	18	2
947	6	25	0
706	70	28	2
1901	90	25	0
1227	47	16	1
113	102	26	1
462	68	1	0
1950	20	7	0
1468	25	8	0
1906	54	29	0
708	61	9	0
692	25	8	0
1970	67	10	1
81	68	1	0
606	20	7	0
1237	43	26	1
80	68	1	0
1958	20	7	0
1371	70	28	2
217	61	9	0
1816	96	13	0
2104	39	29	0
1946	0	16	1
111	102	26	1
587	61	9	0
79	68	1	0
1364	70	28	2
2195	102	26	1
1959	25	8	0
1856	9	25	0
1363	83	19	3
1090	39	29	0
1638	71	18	2
888	43	26	1
873	102	26	1
1772	92	18	2
215	102	26	1
878	102	26	1
818	92	18	2
846	43	26	1
2220	69	27	1
1382	24	27	1
34	55	15	1
1332	18	26	1
1747	30	18	2
104	43	26	1
209	69	27	1
2226	85	27	1
901	72	15	1
2087	81	22	0
1795	83	19	3
2050	61	9	0
2154	68	1	0
213	43	26	1
569	9	25	0
1849	83	19	3
2183	18	26	1
1893	41	25	0
114	102	26	1
272	72	15	1
1820	96	13	0
224	14	11	2
72	14	11	2
1872	9	25	0
288	66	22	0
721	66	22	0
1724	92	18	2
349	86	0	3
2077	49	4	0
1605	15	18	2
1903	62	0	3
1250	9	25	0
1106	92	18	2
467	102	26	1
2053	61	9	0
1022	67	19	3
1963	49	4	0
1393	9	25	0
503	1	5	0
186	15	18	2
845	22	18	2
1824	96	13	0
2107	39	29	0
92	83	19	3
391	67	19	3
1620	15	18	2
1361	9	25	0
2176	70	28	2
1847	66	22	0
1647	15	18	2
1632	22	18	2
1045	68	1	0
885	43	26	1
1477	3	18	2
579	70	28	2
1320	95	27	1
2057	61	9	0
1721	3	18	2
364	30	18	2
1387	70	28	2
99	52	12	1
1827	15	18	2
1347	69	27	1
1064	49	4	0
581	61	9	0
1791	83	19	3
1312	70	28	2
2005	70	28	2
205	49	4	0
1176	92	18	2
1170	49	4	0
469	69	27	1
1711	3	18	2
1559	10	0	3
101	15	18	2
2047	61	9	0
1744	92	18	2
437	63	23	0
237	92	18	2
155	88	27	1
937	86	0	3
98	57	14	3
1576	10	0	3
1234	56	2	1
387	83	19	3
893	84	17	3
770	42	18	2
1829	6	25	0
1369	71	18	2
791	98	0	3
1574	78	0	3
1659	15	18	2
3	76	24	2
2016	55	15	1
1810	96	13	0
1318	3	18	2
1529	86	0	3
1864	73	25	0
1549	86	0	3
570	12	18	2
354	97	18	2
954	10	0	3
1016	101	3	1
2039	57	14	3
1542	78	0	3
1164	98	0	3
741	85	27	1
1202	31	28	2
1492	24	27	1
693	98	0	3
631	29	0	3
796	9	25	0
1597	42	18	2
1300	3	18	2
2073	1	5	0
1562	98	0	3
1558	10	0	3
517	14	11	2
1642	15	18	2
1102	28	23	0
931	61	9	0
368	65	18	2
1308	86	0	3
760	86	0	3
1514	62	0	3
1968	81	22	0
1275	57	14	3
997	10	0	3
828	0	16	1
1587	42	18	2
1103	29	0	3
446	1	5	0
1429	71	18	2
2045	4	9	0
1726	92	18	2
1406	6	25	0
1873	90	25	0
443	52	12	1
983	92	18	2
1553	98	0	3
1471	102	26	1
1789	83	19	3
982	92	18	2
442	61	9	0
1667	42	18	2
1214	49	4	0
2052	61	9	0
1211	3	18	2
1015	84	17	3
657	75	6	1
1544	78	0	3
389	76	24	2
207	7	29	0
1608	16	18	2
1817	96	13	0
1581	10	0	3
2028	57	14	3
378	32	19	3
1396	47	16	1
4	76	24	2
2214	57	14	3
2097	7	29	0
478	76	24	2
1552	98	0	3
2014	70	28	2
698	25	8	0
1137	65	18	2
274	55	15	1
1144	29	0	3
2218	69	27	1
1107	68	1	0
1580	10	0	3
969	73	25	0
2040	57	14	3
2013	82	30	1
1323	98	0	3
1554	98	0	3
346	98	0	3
393	70	28	2
1637	71	18	2
1646	45	18	2
2044	4	9	0
1622	22	18	2
1599	12	18	2
1505	70	28	2
2177	70	28	2
283	14	11	2
325	10	0	3
1251	3	18	2
2056	61	9	0
82	68	1	0
1636	71	18	2
1330	83	19	3
498	66	22	0
1344	55	15	1
936	66	22	0
795	9	25	0
944	68	1	0
1845	79	25	0
538	9	25	0
922	81	22	0
240	92	18	2
1311	70	28	2
312	49	4	0
241	76	24	2
1767	50	27	1
1229	98	0	3
1335	98	0	3
291	69	27	1
1001	73	25	0
1641	15	18	2
1700	3	18	2
1037	31	28	2
366	30	18	2
1663	13	18	2
857	42	18	2
2155	68	1	0
1619	97	18	2
1499	25	8	0
1462	52	12	1
413	6	25	0
1491	3	18	2
1091	14	11	2
1563	98	0	3
1260	3	18	2
1778	80	18	2
267	14	11	2
932	61	9	0
977	66	22	0
1769	45	18	2
2038	57	14	3
484	60	3	1
1079	77	24	2
1731	91	18	2
2170	56	2	1
299	17	1	0
250	42	18	2
1048	14	11	2
1762	65	18	2
1279	77	24	2
2178	31	28	2
269	96	13	0
984	92	18	2
1183	35	23	0
1588	42	18	2
188	84	17	3
1194	0	16	1
641	15	18	2
2036	57	14	3
477	76	24	2
1448	75	6	1
371	65	18	2
333	86	0	3
218	9	25	0
344	32	19	3
769	42	18	2
134	24	27	1
2046	61	9	0
1807	71	18	2
1634	71	18	2
821	42	18	2
1403	92	18	2
590	70	28	2
2194	102	26	1
473	84	17	3
1825	15	18	2
1666	13	18	2
908	13	18	2
910	65	18	2
2145	58	11	2
1392	61	9	0
296	86	0	3
1633	71	18	2
1178	9	25	0
2008	70	28	2
158	95	27	1
419	21	21	0
1027	45	18	2
1740	92	18	2
1975	52	12	1
1014	66	22	0
253	22	18	2
136	24	27	1
1716	6	25	0
1858	9	25	0
1086	45	18	2
1792	83	19	3
1042	58	11	2
1766	30	18	2
132	14	11	2
1291	22	18	2
1796	83	19	3
1932	82	30	1
807	14	11	2
1846	66	22	0
1342	30	18	2
258	30	18	2
1814	96	13	0
220	68	1	0
1737	92	18	2
331	101	3	1
