1	3	8	6	58	5
2	4	7	56	6	42
3	7	8	1	53	111
4	2	7	3	56	42
5	45	18	38	44	1
6	1	8	5	53	2
7	43	42	3	46	8
8	3	7	55	1	69
9	249	78	91	90	89
10	12	68	65	8	56
11	249	78	91	90	89
12	10	8	3	4	1
13	249	78	91	90	89
14	54	72	70	58	7
15	16	18	56	80	92
16	15	49	18	68	59
17	249	78	91	90	89
18	47	76	82	28	45
19	49	70	58	59	69
20	249	78	91	90	89
21	249	78	91	90	89
22	249	78	91	90	89
23	249	78	91	90	89
24	249	78	91	90	89
25	249	78	91	90	89
26	249	78	91	90	89
27	7	35	68	59	43
28	18	4	1	5	48
29	249	78	91	90	89
30	249	78	91	90	89
31	249	78	91	90	89
32	249	78	91	90	89
33	249	78	91	90	89
34	249	78	91	90	89
35	58	50	55	37	59
36	71	46	8	56	7
37	58	35	55	66	159
38	67	5	37	18	80
39	48	56	159	38	42
40	249	78	91	90	89
41	249	78	91	90	89
42	53	46	43	7	56
43	46	42	53	7	92
44	69	79	45	159	203
45	44	5	18	14	8
46	43	42	53	7	56
47	18	7	42	43	79
48	76	39	68	59	75
49	16	84	19	70	71
50	35	54	59	75	68
51	52	90	72	8	7
52	51	7	53	43	56
53	42	46	43	56	3
54	14	71	50	72	35
55	58	66	35	37	75
56	53	42	66	75	110
57	35	37	46	56	43
58	55	35	37	66	75
59	35	68	58	85	48
60	105	61	55	66	75
61	159	60	100	44	68
62	55	49	66	46	72
63	249	78	91	90	89
64	87	66	65	7	56
65	69	10	64	67	56
66	55	58	37	85	107
67	69	38	58	66	59
68	10	59	159	48	37
69	44	79	67	65	70
70	72	14	58	19	69
71	54	49	38	36	67
72	107	70	14	54	7
73	130	110	75	56	39
74	75	8	7	56	35
75	84	58	35	55	79
76	82	18	48	69	43
77	60	43	42	4	1
78	46	7	8	59	53
79	44	69	84	75	56
80	107	66	38	68	79
81	82	42	7	79	53
82	76	81	18	218	14
83	249	78	91	90	89
84	75	49	79	56	3
85	66	59	42	3	56
86	249	78	91	90	89
87	64	66	56	8	53
88	92	75	43	8	56
89	249	78	91	90	89
90	51	130	105	53	8
91	249	78	91	90	89
92	203	88	43	44	75
93	249	78	91	90	89
94	249	78	91	90	89
95	249	78	91	90	89
96	249	78	91	90	89
97	249	78	91	90	89
98	249	78	91	90	89
99	249	78	91	90	89
100	159	61	68	37	3
101	249	78	91	90	89
102	249	78	91	90	89
103	249	78	91	90	89
104	43	7	8	56	1
105	60	90	130	39	44
106	249	78	91	90	89
107	72	80	66	79	7
108	249	78	91	90	89
109	249	78	91	90	89
110	56	53	7	73	75
111	3	43	42	46	7
112	249	78	91	90	89
113	249	78	91	90	89
114	249	78	91	90	89
115	249	78	91	90	89
116	249	78	91	90	89
117	249	78	91	90	89
118	249	78	91	90	89
119	249	78	91	90	89
120	249	78	91	90	89
121	249	78	91	90	89
122	249	78	91	90	89
123	152	8	2	6	7
124	249	78	91	90	89
125	249	78	91	90	89
126	249	78	91	90	89
127	249	78	91	90	89
128	249	78	91	90	89
129	249	78	91	90	89
130	90	73	105	3	56
131	249	78	91	90	89
132	249	78	91	90	89
133	249	78	91	90	89
134	249	78	91	90	89
135	249	78	91	90	89
136	249	78	91	90	89
137	249	78	91	90	89
138	249	78	91	90	89
139	249	78	91	90	89
140	249	78	91	90	89
141	249	78	91	90	89
142	249	78	91	90	89
143	249	78	91	90	89
144	249	78	91	90	89
145	249	78	91	90	89
146	249	78	91	90	89
147	249	78	91	90	89
148	249	78	91	90	89
149	249	78	91	90	89
150	249	78	91	90	89
151	249	78	91	90	89
152	123	218	8	7	1
153	249	78	91	90	89
154	249	78	91	90	89
155	249	78	91	90	89
156	249	78	91	90	89
157	249	78	91	90	89
158	249	78	91	90	89
159	100	61	44	68	37
160	249	78	91	90	89
161	249	78	91	90	89
162	249	78	91	90	89
163	249	78	91	90	89
164	249	78	91	90	89
165	249	78	91	90	89
166	249	78	91	90	89
167	249	78	91	90	89
168	249	78	91	90	89
169	249	78	91	90	89
170	249	78	91	90	89
171	249	78	91	90	89
172	249	78	91	90	89
173	249	78	91	90	89
174	249	78	91	90	89
175	249	78	91	90	89
176	249	78	91	90	89
177	249	78	91	90	89
178	249	78	91	90	89
179	249	78	91	90	89
180	249	78	91	90	89
181	249	78	91	90	89
182	249	78	91	90	89
183	249	78	91	90	89
