1	1	4	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
2	2	1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	1
2	2	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1
2	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
2	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
2	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
2	1	2	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1
2	3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
2	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
2	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
2	3	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
3	4	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
3	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
3	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	1
3	4	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	1
3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
3	3	3	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	1
3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	1
3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
3	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	1
3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	1
3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1
3	1	2	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
3	1	1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
3	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1
3	5	3	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2
3	5	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2
3	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2
4	4	3	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	1
4	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	1
4	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1
4	3	3	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	3	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	3	4	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	3	2	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	3	2	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	1
4	3	3	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1
4	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	6	3	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
4	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	1
4	6	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	6	2	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	1
4	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	6	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	6	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	6	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	1
4	6	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	1	3	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	1
4	1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	1	3	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	1	4	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	1
4	1	2	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	1
4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	1
4	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1
4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	1	3	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	1
4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1
4	7	2	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	7	5	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	7	4	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	1
4	7	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	8	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1
4	8	4	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	1
4	8	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1
4	8	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
4	5	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2
4	5	3	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2
4	5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2
4	5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2
5	4	1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	1
5	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1
5	4	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
5	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
5	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
5	3	1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	1
5	3	2	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	1
5	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1
5	7	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
5	7	1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
5	7	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
5	7	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	1
5	8	5	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
5	8	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	1
5	8	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
5	8	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1
1	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	4	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	4	4	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	4	3	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1
1	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1
1	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	4	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	4	3	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	1
1	4	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	4	2	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	1
1	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	4	3	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1
1	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	1
1	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1
1	3	4	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	1
1	3	4	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
1	3	5	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	3	5	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	1
1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1
1	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
1	6	4	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	3	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1
1	6	2	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	2	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	1
1	6	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	1
1	6	3	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	2	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	1
1	6	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	3	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	6	3	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	1
1	6	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1
1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	2	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1
1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	5	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	5	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1
1	1	2	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	1
1	1	4	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	1
1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1
1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1
1	1	3	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	1
1	1	5	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	1
1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	3	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	1
